city,area,sqft,bhk,bathrooms,price
Hyderabad,HITEC City,1402,3,2,11753000.0
Chennai,Ambattur,1133,2,2,8365000.0
Mumbai,Lower Parel,2304,4,4,57097000.0
Mumbai,Lower Parel,1067,2,2,23994000.0
Mumbai,Borivali,492,1,1,5943000.0
Bangalore,Sarjapur Road,818,2,2,8884000.0
Bangalore,Yelahanka,1647,3,3,16802000.0
Delhi,Dwarka,2413,5,4,26365000.0
Mumbai,Borivali,1374,3,3,18765000.0
Mumbai,Chembur,1100,3,3,18249000.0
Delhi,Rohini,1282,3,2,11802000.0
Chennai,Chromepet,1690,3,3,13650000.0
Chennai,Medavakkam,402,1,1,2813000.0
Mumbai,Worli,889,2,2,19732000.0
Bangalore,Hebbal,509,1,1,6804000.0
Mumbai,Borivali,1628,3,3,22947000.0
Hyderabad,Miyapur,1172,2,1,6187000.0
Mumbai,Lower Parel,1306,3,2,34037000.0
Hyderabad,Gachibowli,1701,3,2,14233000.0
Hyderabad,Miyapur,802,2,2,3424000.0
Chennai,Medavakkam,1208,3,3,10294000.0
Bangalore,Whitefield,1636,4,4,27143000.0
Mumbai,Lower Parel,2401,4,4,63238000.0
Chennai,Ambattur,1454,3,3,10046000.0
Chennai,Ambattur,819,2,2,5650000.0
Hyderabad,Kondapur,944,2,1,6016000.0
Bangalore,Yelahanka,1175,2,1,10294000.0
Chennai,OMR,1665,3,2,21426000.0
Bangalore,Sarjapur Road,1038,2,1,13038000.0
Chennai,Pallavaram,1439,3,3,11145000.0
Hyderabad,Kondapur,1080,2,2,7778000.0
Chennai,Ambattur,920,2,2,7318000.0
Mumbai,Borivali,755,2,1,8764000.0
Hyderabad,HITEC City,3269,5,4,29775000.0
Hyderabad,HITEC City,837,2,2,7360000.0
Delhi,Dwarka,2897,5,4,35013000.0
Hyderabad,Kondapur,862,2,2,6342000.0
Chennai,OMR,1585,3,3,18471000.0
Delhi,Saket,784,2,2,10246000.0
Bangalore,Sarjapur Road,721,2,2,9454000.0
Mumbai,Andheri East,1117,3,3,17404000.0
Hyderabad,Kukatpally,1737,3,3,9526000.0
Chennai,Medavakkam,1635,3,3,15559000.0
Mumbai,Borivali,1068,2,2,15469000.0
Mumbai,Worli,1729,3,3,41740000.0
Delhi,Uttam Nagar,597,1,1,2696000.0
Bangalore,Whitefield,1317,3,3,17806000.0
Delhi,Uttam Nagar,1554,3,3,9312000.0
Bangalore,Sarjapur Road,586,1,1,6676000.0
Chennai,Ambattur,562,1,1,4077000.0
Chennai,Ambattur,3822,5,5,38901000.0
Delhi,Greater Kailash,1782,3,3,26614000.0
Delhi,Saket,1545,3,2,22450000.0
Bangalore,Hebbal,733,2,2,10734000.0
Delhi,Saket,1755,4,3,26203000.0
Chennai,Medavakkam,777,2,1,6328000.0
Chennai,Ambattur,1112,3,2,10087000.0
Delhi,Saket,1698,3,3,24792000.0
Hyderabad,Miyapur,719,2,1,4062000.0
Bangalore,Electronic City,2829,5,5,35155000.0
Bangalore,Yelahanka,1371,3,3,13576000.0
Hyderabad,Kondapur,1641,3,2,14905000.0
Mumbai,Chembur,505,1,1,6878000.0
Bangalore,Electronic City,1158,2,2,11390000.0
Bangalore,Electronic City,2663,4,3,30994000.0
Chennai,OMR,725,2,2,7048000.0
Bangalore,Electronic City,1552,3,3,16798000.0
Hyderabad,HITEC City,657,1,1,5060000.0
Chennai,Medavakkam,472,1,1,3458000.0
Delhi,Uttam Nagar,1388,3,3,8809000.0
Mumbai,Andheri East,1751,4,4,38305000.0
Chennai,Ambattur,1369,3,2,11260000.0
Hyderabad,Gachibowli,2066,4,4,17563000.0
Hyderabad,HITEC City,514,1,1,3421000.0
Mumbai,Borivali,1081,2,2,13970000.0
Delhi,Dwarka,1345,3,3,14998000.0
Chennai,Chromepet,1368,3,3,11637000.0
Bangalore,Whitefield,617,1,1,6513000.0
Chennai,Ambattur,1570,3,3,12105000.0
Chennai,Medavakkam,2428,4,4,23172000.0
Delhi,Rohini,763,2,2,5894000.0
Bangalore,Yelahanka,1124,2,2,10587000.0
Delhi,Dwarka,570,1,1,4551000.0
Bangalore,Hebbal,1410,3,2,23297000.0
Delhi,Uttam Nagar,1583,3,2,9395000.0
Hyderabad,Kukatpally,1579,3,2,9056000.0
Delhi,Uttam Nagar,433,1,1,2007000.0
Mumbai,Andheri East,1512,3,3,27153000.0
Mumbai,Worli,1574,3,2,40850000.0
Mumbai,Worli,1720,3,3,47135000.0
Bangalore,Hebbal,751,2,1,11204000.0
Hyderabad,Miyapur,1342,3,3,8002000.0
Hyderabad,Kukatpally,2163,4,4,12663000.0
Mumbai,Worli,1152,2,2,23753000.0
Delhi,Uttam Nagar,1333,3,2,7920000.0
Bangalore,Yelahanka,1001,2,1,9752000.0
Bangalore,Sarjapur Road,1065,2,1,14146000.0
Chennai,Pallavaram,410,1,1,2296000.0
Delhi,Greater Kailash,1139,2,1,14114000.0
Bangalore,Whitefield,1266,3,3,18185000.0
Mumbai,Chembur,443,1,1,5404000.0
Bangalore,Electronic City,1600,3,3,15337000.0
Bangalore,Hebbal,1178,3,3,17303000.0
Hyderabad,Kondapur,1349,3,2,10233000.0
Bangalore,Whitefield,1250,3,2,16114000.0
Hyderabad,Kondapur,846,2,2,6633000.0
Bangalore,Sarjapur Road,3729,5,4,49837000.0
Bangalore,Sarjapur Road,1472,3,2,20712000.0
Hyderabad,HITEC City,1656,4,3,14648000.0
Delhi,Uttam Nagar,788,2,2,4760000.0
Chennai,Pallavaram,1035,2,2,8035000.0
Delhi,Saket,1608,3,3,23098000.0
Delhi,Rohini,780,2,1,6797000.0
Mumbai,Worli,863,2,2,18602000.0
Bangalore,Whitefield,1016,2,2,13359000.0
Mumbai,Borivali,824,2,2,9940000.0
Mumbai,Chembur,2470,4,3,40008000.0
Delhi,Dwarka,2239,4,4,25309000.0
Delhi,Uttam Nagar,2789,4,3,18406000.0
Delhi,Saket,1717,4,4,22193000.0
Mumbai,Worli,1091,2,2,25944000.0
Delhi,Saket,1230,3,3,18404000.0
Chennai,OMR,1558,3,2,19651000.0
Mumbai,Borivali,881,2,2,11445000.0
Hyderabad,Kukatpally,659,1,1,2918000.0
Bangalore,Yelahanka,1931,4,4,25852000.0
Mumbai,Borivali,2259,4,3,31669000.0
Chennai,Ambattur,930,2,2,7825000.0
Mumbai,Lower Parel,427,1,1,7189000.0
Mumbai,Borivali,905,2,1,12260000.0
Hyderabad,HITEC City,1105,3,3,9870000.0
Bangalore,Sarjapur Road,448,1,1,5318000.0
Hyderabad,Kondapur,1026,2,1,7143000.0
Hyderabad,Miyapur,717,2,2,4163000.0
Chennai,Medavakkam,1010,2,1,8247000.0
Delhi,Dwarka,771,2,1,6544000.0
Delhi,Dwarka,3248,5,4,30205000.0
Hyderabad,HITEC City,1713,3,3,19601000.0
Delhi,Greater Kailash,2319,4,4,42771000.0
Delhi,Greater Kailash,593,1,1,7471000.0
Bangalore,Electronic City,751,2,2,6649000.0
Bangalore,Whitefield,2070,4,4,33060000.0
Mumbai,Lower Parel,767,2,2,15498000.0
Chennai,Pallavaram,1367,3,3,9845000.0
Bangalore,Hebbal,1138,2,1,17608000.0
Bangalore,Yelahanka,1006,2,2,9360000.0
Hyderabad,Miyapur,434,1,1,2072000.0
Hyderabad,Kondapur,866,2,1,6802000.0
Bangalore,Yelahanka,1701,3,3,18147000.0
Hyderabad,Kondapur,857,2,2,6480000.0
Hyderabad,Kukatpally,960,2,2,5611000.0
Delhi,Saket,1512,3,3,20523000.0
Delhi,Greater Kailash,2278,4,3,40778000.0
Hyderabad,HITEC City,1801,4,4,18039000.0
Mumbai,Andheri East,1003,2,1,15259000.0
Mumbai,Lower Parel,1838,4,3,43161000.0
Bangalore,Sarjapur Road,1119,2,2,13030000.0
Chennai,Medavakkam,768,2,2,6446000.0
Delhi,Dwarka,1153,2,2,11424000.0
Bangalore,Yelahanka,1353,3,3,13585000.0
Mumbai,Borivali,1673,4,4,22793000.0
Chennai,Ambattur,1365,3,2,11275000.0
Bangalore,Hebbal,1142,3,2,18566000.0
Mumbai,Lower Parel,452,1,1,8900000.0
Delhi,Greater Kailash,3297,5,4,51136000.0
Delhi,Greater Kailash,1748,3,3,26135000.0
Bangalore,Hebbal,1146,2,2,14849000.0
Bangalore,Sarjapur Road,746,2,2,9987000.0
Chennai,Chromepet,2690,5,5,27694000.0
Bangalore,Yelahanka,1693,3,3,19741000.0
Bangalore,Yelahanka,1156,3,2,12145000.0
Delhi,Saket,1749,3,2,20385000.0
Bangalore,Hebbal,1015,2,2,12691000.0
Chennai,Pallavaram,1382,3,2,9937000.0
Bangalore,Sarjapur Road,1301,3,3,18927000.0
Bangalore,Yelahanka,845,2,2,7773000.0
Mumbai,Worli,2458,4,3,66817000.0
Delhi,Saket,1907,4,4,30027000.0
Chennai,Medavakkam,1702,3,2,14821000.0
Hyderabad,Kondapur,1232,3,3,8751000.0
Chennai,Pallavaram,2709,5,5,26039000.0
Chennai,Pallavaram,1108,2,2,8011000.0
Hyderabad,Kukatpally,1129,3,3,6892000.0
Mumbai,Borivali,1772,3,3,26492000.0
Hyderabad,Kukatpally,1133,3,3,6735000.0
Bangalore,Whitefield,493,1,1,5733000.0
Hyderabad,HITEC City,755,2,1,6973000.0
Hyderabad,Kukatpally,505,1,1,2644000.0
Bangalore,Whitefield,740,2,2,9637000.0
Mumbai,Borivali,910,2,2,10572000.0
Mumbai,Chembur,1611,3,3,21356000.0
Hyderabad,Kondapur,1140,3,2,8942000.0
Delhi,Uttam Nagar,746,2,2,3878000.0
Hyderabad,Kondapur,1359,3,3,11183000.0
Chennai,Chromepet,1147,2,1,8286000.0
Delhi,Uttam Nagar,786,2,2,3777000.0
Chennai,Ambattur,1538,3,3,12253000.0
Chennai,Pallavaram,2648,4,4,21894000.0
Bangalore,Sarjapur Road,2702,5,5,47463000.0
Hyderabad,Kukatpally,1511,3,3,9875000.0
Chennai,Ambattur,633,1,1,4790000.0
Delhi,Saket,1131,2,1,14082000.0
Mumbai,Worli,1051,2,1,23303000.0
Delhi,Dwarka,2682,4,4,27935000.0
Delhi,Greater Kailash,1044,2,2,14751000.0
Delhi,Rohini,544,1,1,3848000.0
Hyderabad,Miyapur,1855,4,3,11453000.0
Mumbai,Chembur,1073,2,1,15441000.0
Delhi,Greater Kailash,801,2,2,12805000.0
Bangalore,Hebbal,1023,2,1,15746000.0
Delhi,Dwarka,805,2,1,7303000.0
Bangalore,Whitefield,516,1,1,7004000.0
Delhi,Saket,811,2,2,10794000.0
Chennai,Chromepet,1425,3,2,10810000.0
Chennai,Ambattur,895,2,2,7152000.0
Mumbai,Worli,2267,4,3,59434000.0
Delhi,Dwarka,1367,3,2,11977000.0
Delhi,Greater Kailash,2792,4,3,47419000.0
Bangalore,Hebbal,2392,4,3,36871000.0
Chennai,Ambattur,861,2,2,5833000.0
Mumbai,Lower Parel,1621,3,3,38011000.0
Delhi,Greater Kailash,3393,5,5,60220000.0
Chennai,OMR,1021,2,1,11448000.0
Hyderabad,Gachibowli,436,1,1,3131000.0
Chennai,OMR,442,1,1,4604000.0
Delhi,Greater Kailash,3286,5,5,61789000.0
Mumbai,Andheri East,2616,4,4,45872000.0
Bangalore,Electronic City,1229,3,2,11912000.0
Bangalore,Sarjapur Road,909,2,2,11063000.0
Hyderabad,Kondapur,904,2,1,6234000.0
Hyderabad,Kukatpally,1100,2,2,6414000.0
Delhi,Saket,2195,4,3,31909000.0
Mumbai,Chembur,1748,3,2,27142000.0
Chennai,Ambattur,2696,4,4,22138000.0
Hyderabad,Gachibowli,853,2,2,6371000.0
Chennai,Ambattur,526,1,1,3272000.0
Hyderabad,Gachibowli,846,2,2,6782000.0
Mumbai,Worli,1145,3,2,29202000.0
Bangalore,Sarjapur Road,878,2,2,11841000.0
Mumbai,Lower Parel,538,1,1,10542000.0
Hyderabad,Miyapur,856,2,2,4688000.0
Mumbai,Andheri East,891,2,2,15482000.0
Bangalore,Yelahanka,853,2,2,8863000.0
Chennai,Ambattur,1044,2,2,8058000.0
Delhi,Rohini,677,1,1,4805000.0
Bangalore,Electronic City,708,2,2,7252000.0
Chennai,Chromepet,1301,3,2,10522000.0
Hyderabad,Kondapur,1490,3,3,11945000.0
Hyderabad,Gachibowli,1426,3,3,10425000.0
Hyderabad,Gachibowli,674,1,1,4842000.0
Bangalore,Yelahanka,1773,4,3,20575000.0
Chennai,Chromepet,1028,2,2,6982000.0
Delhi,Uttam Nagar,910,2,2,5714000.0
Delhi,Saket,958,2,2,12670000.0
Bangalore,Yelahanka,807,2,1,7572000.0
Hyderabad,HITEC City,2114,4,4,19569000.0
Delhi,Saket,1115,2,2,16335000.0
Mumbai,Borivali,1698,3,2,23901000.0
Delhi,Saket,2047,4,4,28956000.0
Chennai,OMR,1873,4,3,22404000.0
Delhi,Rohini,1021,2,2,7319000.0
Chennai,Ambattur,3763,5,4,37731000.0
Bangalore,Hebbal,728,2,2,9841000.0
Mumbai,Borivali,1189,3,3,16157000.0
Hyderabad,Kukatpally,1157,3,3,6874000.0
Mumbai,Worli,1353,3,3,34156000.0
Hyderabad,Kukatpally,533,1,1,2727000.0
Delhi,Uttam Nagar,789,2,1,3577000.0
Delhi,Greater Kailash,2273,4,4,40824000.0
Mumbai,Lower Parel,700,2,1,14451000.0
Delhi,Greater Kailash,1567,3,3,23846000.0
Mumbai,Andheri East,883,2,2,15408000.0
Bangalore,Electronic City,1894,4,4,19961000.0
Bangalore,Yelahanka,1252,3,2,13542000.0
Mumbai,Andheri East,1662,3,3,29503000.0
Mumbai,Borivali,2452,4,3,30025000.0
Hyderabad,HITEC City,1787,3,3,15906000.0
Mumbai,Borivali,1531,3,2,19936000.0
Hyderabad,Kukatpally,1019,2,2,5678000.0
Bangalore,Hebbal,1337,3,3,22846000.0
Bangalore,Yelahanka,2212,4,4,23701000.0
Chennai,Chromepet,1627,3,3,14769000.0
Hyderabad,Gachibowli,1436,3,3,9740000.0
Delhi,Dwarka,541,1,1,4246000.0
Mumbai,Borivali,631,1,1,6878000.0
Bangalore,Sarjapur Road,504,1,1,5441000.0
Hyderabad,Gachibowli,1530,3,3,11636000.0
Hyderabad,Gachibowli,1079,2,2,8447000.0
Bangalore,Hebbal,1733,4,4,28908000.0
Delhi,Greater Kailash,1056,2,1,16086000.0
Hyderabad,Kondapur,1042,2,2,7686000.0
Delhi,Saket,712,2,1,8463000.0
Mumbai,Borivali,834,2,2,8809000.0
Bangalore,Yelahanka,889,2,2,8424000.0
Hyderabad,Miyapur,1703,3,3,10136000.0
Mumbai,Chembur,417,1,1,4771000.0
Delhi,Greater Kailash,1709,3,3,25152000.0
Bangalore,Yelahanka,2688,4,4,29335000.0
Bangalore,Electronic City,983,2,2,9814000.0
Bangalore,Whitefield,3466,5,5,58443000.0
Delhi,Rohini,1506,3,3,11954000.0
Delhi,Rohini,955,2,2,8005000.0
Chennai,Pallavaram,1321,3,3,10024000.0
Hyderabad,Kukatpally,1488,3,3,8302000.0
Mumbai,Andheri East,2143,4,4,39721000.0
Mumbai,Lower Parel,952,2,2,21431000.0
Mumbai,Chembur,1170,2,2,17130000.0
Hyderabad,Gachibowli,1180,2,2,9483000.0
Mumbai,Chembur,1641,3,2,24153000.0
Chennai,OMR,1258,3,2,13486000.0
Delhi,Dwarka,914,2,2,9405000.0
Bangalore,Electronic City,1548,3,2,13686000.0
Mumbai,Worli,527,1,1,10662000.0
Hyderabad,HITEC City,729,2,2,6007000.0
Delhi,Dwarka,912,2,2,7267000.0
Hyderabad,Kukatpally,748,2,2,4837000.0
Chennai,Pallavaram,1174,3,2,9174000.0
Mumbai,Lower Parel,1621,3,3,32728000.0
Mumbai,Chembur,1419,3,3,22447000.0
Delhi,Uttam Nagar,1719,3,3,10273000.0
Delhi,Uttam Nagar,1667,3,2,9078000.0
Mumbai,Borivali,2794,4,4,36353000.0
Delhi,Dwarka,1301,3,3,13585000.0
Bangalore,Hebbal,1327,3,3,21599000.0
Chennai,Ambattur,798,2,2,6042000.0
Chennai,Pallavaram,928,2,1,6490000.0
Mumbai,Andheri East,1540,3,2,34988000.0
Hyderabad,Gachibowli,2998,5,4,25172000.0
Bangalore,Whitefield,623,1,1,7605000.0
Chennai,Chromepet,948,2,1,7151000.0
Delhi,Uttam Nagar,1167,2,2,6702000.0
Chennai,Chromepet,1163,2,2,8398000.0
Hyderabad,Gachibowli,1450,3,3,13367000.0
Hyderabad,Kondapur,2075,4,3,15724000.0
Mumbai,Borivali,2487,4,4,39209000.0
Mumbai,Andheri East,1051,2,2,17202000.0
Bangalore,Whitefield,1538,3,2,18523000.0
Delhi,Rohini,1366,3,2,13163000.0
Bangalore,Sarjapur Road,494,1,1,5362000.0
Mumbai,Borivali,1156,3,2,16259000.0
Chennai,Medavakkam,1442,3,2,11574000.0
Mumbai,Worli,1401,3,3,30294000.0
Delhi,Greater Kailash,3418,5,5,54126000.0
Hyderabad,Gachibowli,2528,4,4,26288000.0
Chennai,OMR,712,2,2,8055000.0
Delhi,Greater Kailash,2593,4,4,47703000.0
Hyderabad,Gachibowli,1108,3,3,10821000.0
Mumbai,Andheri East,1908,4,4,41577000.0
Mumbai,Borivali,1858,4,4,29257000.0
Bangalore,Yelahanka,1788,3,2,16900000.0
Bangalore,Electronic City,1183,3,3,12055000.0
Mumbai,Worli,1551,3,2,39118000.0
Chennai,Ambattur,1184,2,1,8519000.0
Hyderabad,Gachibowli,787,2,2,5982000.0
Chennai,Medavakkam,2490,4,3,20727000.0
Bangalore,Sarjapur Road,1607,3,3,21523000.0
Mumbai,Chembur,1047,2,2,17185000.0
Hyderabad,Kondapur,453,1,1,2582000.0
Delhi,Saket,912,2,2,13572000.0
Bangalore,Whitefield,705,2,2,9448000.0
Chennai,Ambattur,1435,3,3,12135000.0
Hyderabad,Miyapur,1320,3,3,8291000.0
Delhi,Saket,1330,3,2,14930000.0
Chennai,Chromepet,930,2,2,7401000.0
Delhi,Dwarka,1085,2,2,10684000.0
Hyderabad,Kukatpally,1700,3,3,11417000.0
Hyderabad,Miyapur,1047,2,2,5701000.0
Chennai,Chromepet,487,1,1,3510000.0
Bangalore,Whitefield,1262,3,2,16417000.0
Bangalore,Electronic City,1176,2,2,11021000.0
Bangalore,Yelahanka,2231,4,4,23720000.0
Chennai,Medavakkam,1573,3,3,14677000.0
Hyderabad,Kondapur,1056,2,1,8514000.0
Delhi,Saket,2466,4,4,37478000.0
Delhi,Dwarka,517,1,1,4893000.0
Mumbai,Chembur,884,2,2,14224000.0
Delhi,Saket,3702,5,5,63778000.0
Hyderabad,Kukatpally,1442,3,3,9301000.0
Mumbai,Borivali,1216,3,2,16127000.0
Mumbai,Andheri East,1792,3,2,29477000.0
Delhi,Dwarka,1406,3,3,14629000.0
Mumbai,Lower Parel,2341,4,3,57140000.0
Chennai,Medavakkam,876,2,2,6431000.0
Delhi,Uttam Nagar,979,2,2,4982000.0
Hyderabad,Gachibowli,687,1,1,5205000.0
Delhi,Greater Kailash,1112,3,2,19849000.0
Chennai,Pallavaram,959,2,1,6914000.0
Hyderabad,Kukatpally,3681,5,5,29868000.0
Mumbai,Chembur,1301,3,2,20589000.0
Mumbai,Borivali,1573,3,2,21486000.0
Hyderabad,Miyapur,891,2,2,4829000.0
Hyderabad,Gachibowli,1285,3,3,11700000.0
Mumbai,Lower Parel,1704,4,4,44178000.0
Hyderabad,Kondapur,1120,3,3,8162000.0
Delhi,Dwarka,464,1,1,3800000.0
Delhi,Dwarka,973,2,2,8462000.0
Mumbai,Lower Parel,1181,2,1,25089000.0
Hyderabad,Kukatpally,1759,4,4,10948000.0
Chennai,Pallavaram,510,1,1,3021000.0
Chennai,Chromepet,1044,2,1,7694000.0
Delhi,Saket,1251,3,2,19689000.0
Mumbai,Worli,1165,3,2,30811000.0
Bangalore,Hebbal,657,1,1,9956000.0
Bangalore,Yelahanka,1650,3,3,17079000.0
Chennai,Ambattur,839,2,2,6809000.0
Chennai,OMR,2732,5,4,40257000.0
Bangalore,Hebbal,665,1,1,9184000.0
Bangalore,Electronic City,422,1,1,3397000.0
Bangalore,Sarjapur Road,1645,3,2,21401000.0
Bangalore,Electronic City,1116,2,2,10466000.0
Hyderabad,Miyapur,1922,4,4,12642000.0
Chennai,Pallavaram,2145,4,4,17277000.0
Mumbai,Chembur,943,2,2,15692000.0
Bangalore,Whitefield,2723,4,4,39739000.0
Bangalore,Yelahanka,1361,3,3,15491000.0
Delhi,Greater Kailash,750,2,2,12561000.0
Bangalore,Electronic City,1716,3,3,17810000.0
Delhi,Rohini,2755,4,3,26867000.0
Delhi,Saket,2681,4,3,41355000.0
Chennai,Ambattur,515,1,1,3655000.0
Bangalore,Electronic City,2662,4,4,25907000.0
Bangalore,Hebbal,1728,3,3,24098000.0
Hyderabad,Kondapur,1028,2,1,7946000.0
Mumbai,Chembur,1191,3,3,17273000.0
Bangalore,Electronic City,886,2,2,7699000.0
Chennai,OMR,1111,2,1,13064000.0
Delhi,Saket,796,2,1,11755000.0
Bangalore,Electronic City,863,2,1,8440000.0
Delhi,Uttam Nagar,2882,5,5,18566000.0
Bangalore,Hebbal,1614,3,3,25452000.0
Delhi,Uttam Nagar,2226,4,3,14486000.0
Delhi,Uttam Nagar,922,2,2,4730000.0
Hyderabad,HITEC City,2764,4,4,29796000.0
Delhi,Dwarka,1628,4,3,16409000.0
Delhi,Uttam Nagar,1849,4,4,13155000.0
Delhi,Saket,1575,3,3,19437000.0
Delhi,Saket,714,2,2,8952000.0
Hyderabad,Miyapur,1198,3,3,6369000.0
Bangalore,Electronic City,830,2,2,8372000.0
Bangalore,Hebbal,1183,3,2,20171000.0
Bangalore,Yelahanka,740,2,1,7111000.0
Chennai,Pallavaram,1062,2,2,7663000.0
Chennai,Medavakkam,2468,4,3,22365000.0
Bangalore,Electronic City,2391,4,4,25540000.0
Hyderabad,Kondapur,590,1,1,4195000.0
Chennai,Ambattur,1192,3,3,9207000.0
Chennai,Pallavaram,1565,3,3,10928000.0
Mumbai,Chembur,999,2,1,13660000.0
Delhi,Saket,855,2,1,11657000.0
Bangalore,Whitefield,752,2,1,8669000.0
Hyderabad,Kondapur,1203,3,3,9396000.0
Chennai,Medavakkam,1148,2,2,7955000.0
Mumbai,Borivali,873,2,2,10353000.0
Delhi,Rohini,1187,2,1,10169000.0
Chennai,Chromepet,1235,3,2,8937000.0
Hyderabad,Gachibowli,751,2,1,5426000.0
Mumbai,Chembur,2412,4,3,36870000.0
Delhi,Rohini,3654,5,4,35272000.0
Mumbai,Chembur,1603,3,3,23850000.0
Delhi,Dwarka,614,1,1,5626000.0
Bangalore,Hebbal,725,2,2,10743000.0
Delhi,Uttam Nagar,3453,5,5,24006000.0
Bangalore,Sarjapur Road,2760,4,4,40458000.0
Chennai,Chromepet,1081,2,2,9133000.0
Hyderabad,Kondapur,1060,2,2,6641000.0
Chennai,Pallavaram,2273,4,4,19450000.0
Mumbai,Lower Parel,1586,3,2,31140000.0
Mumbai,Worli,1650,3,3,46046000.0
Chennai,Pallavaram,750,2,1,5700000.0
Bangalore,Sarjapur Road,1715,3,3,23891000.0
Chennai,OMR,791,2,1,8794000.0
Mumbai,Worli,1579,3,2,38067000.0
Chennai,Pallavaram,2289,4,4,18494000.0
Chennai,Pallavaram,2583,4,4,21395000.0
Hyderabad,HITEC City,948,2,1,7538000.0
Delhi,Greater Kailash,1965,4,3,32547000.0
Chennai,OMR,1100,2,2,12262000.0
Mumbai,Chembur,424,1,1,4101000.0
Mumbai,Chembur,1092,2,2,15760000.0
Bangalore,Hebbal,1266,3,2,19436000.0
Chennai,Chromepet,1274,3,3,11208000.0
Chennai,Ambattur,838,2,2,5620000.0
Bangalore,Hebbal,764,2,2,10134000.0
Hyderabad,Kondapur,2759,4,4,21020000.0
Hyderabad,HITEC City,549,1,1,4771000.0
Bangalore,Yelahanka,2509,4,3,31597000.0
Hyderabad,Gachibowli,1406,3,2,12950000.0
Chennai,Medavakkam,887,2,2,8084000.0
Chennai,Medavakkam,728,2,1,5435000.0
Mumbai,Worli,1401,3,3,38058000.0
Chennai,OMR,1259,3,3,14695000.0
Hyderabad,Kukatpally,466,1,1,2222000.0
Bangalore,Sarjapur Road,750,2,2,9317000.0
Delhi,Uttam Nagar,996,2,2,5937000.0
Chennai,OMR,801,2,1,7323000.0
Bangalore,Electronic City,1648,3,3,16692000.0
Bangalore,Hebbal,1125,3,3,16018000.0
Hyderabad,HITEC City,1346,3,2,13291000.0
Chennai,Pallavaram,607,1,1,4152000.0
Mumbai,Lower Parel,1155,2,2,24158000.0
Delhi,Greater Kailash,1037,2,1,12603000.0
Chennai,OMR,2919,5,5,43585000.0
Chennai,Chromepet,1519,3,2,12231000.0
Delhi,Greater Kailash,656,1,1,8799000.0
Hyderabad,Gachibowli,1081,2,2,8168000.0
Delhi,Rohini,1182,3,3,10086000.0
Mumbai,Worli,679,1,1,14227000.0
Delhi,Greater Kailash,1743,3,3,24266000.0
Mumbai,Worli,1797,3,2,46892000.0
Delhi,Greater Kailash,1313,3,3,23033000.0
Chennai,Pallavaram,1526,3,3,12883000.0
Bangalore,Hebbal,521,1,1,8101000.0
Mumbai,Worli,2827,5,5,81304000.0
Mumbai,Andheri East,754,2,2,12531000.0
Hyderabad,Kondapur,678,1,1,3821000.0
Delhi,Saket,1202,3,3,15875000.0
Hyderabad,HITEC City,1358,3,3,13315000.0
Mumbai,Chembur,784,2,2,13447000.0
Chennai,Pallavaram,2770,4,4,21575000.0
Hyderabad,Kondapur,997,2,1,6791000.0
Bangalore,Electronic City,1063,2,1,12408000.0
Bangalore,Sarjapur Road,1026,2,1,13537000.0
Mumbai,Worli,1061,2,2,25419000.0
Hyderabad,Gachibowli,767,2,1,6199000.0
Delhi,Dwarka,949,2,2,9565000.0
Delhi,Uttam Nagar,552,1,1,2494000.0
Mumbai,Worli,2784,4,3,69474000.0
Hyderabad,Kukatpally,2792,4,3,17672000.0
Mumbai,Lower Parel,1248,3,2,32773000.0
Delhi,Rohini,2156,4,3,19547000.0
Chennai,Medavakkam,1639,3,3,13897000.0
Chennai,Chromepet,1927,4,3,14810000.0
Hyderabad,Kondapur,1035,2,1,7435000.0
Bangalore,Electronic City,1048,2,1,10025000.0
Hyderabad,Kukatpally,1091,2,2,6278000.0
Chennai,Ambattur,882,2,2,6816000.0
Bangalore,Whitefield,886,2,2,11715000.0
Mumbai,Chembur,859,2,2,13010000.0
Hyderabad,Miyapur,1402,3,3,8946000.0
Bangalore,Sarjapur Road,1021,2,1,12304000.0
Bangalore,Whitefield,914,2,1,11411000.0
Hyderabad,Gachibowli,1560,3,2,13475000.0
Mumbai,Chembur,1187,2,1,17203000.0
Delhi,Saket,2762,5,5,44998000.0
Hyderabad,Kukatpally,1767,3,3,12273000.0
Hyderabad,Miyapur,1173,3,3,7967000.0
Mumbai,Lower Parel,1663,3,2,42218000.0
Hyderabad,Kondapur,1089,2,1,8189000.0
Hyderabad,Kondapur,1273,3,3,10265000.0
Hyderabad,Kukatpally,812,2,2,3857000.0
Hyderabad,HITEC City,2799,4,4,26976000.0
Delhi,Rohini,734,2,2,5982000.0
Hyderabad,Kondapur,2383,4,3,20034000.0
Bangalore,Electronic City,1459,3,3,14032000.0
Chennai,OMR,1695,3,2,19568000.0
Bangalore,Whitefield,1150,3,3,14049000.0
Hyderabad,Kondapur,605,1,1,4110000.0
Hyderabad,Kukatpally,1608,3,3,9385000.0
Delhi,Rohini,909,2,2,6633000.0
Delhi,Saket,977,2,1,11744000.0
Bangalore,Yelahanka,769,2,2,6939000.0
Hyderabad,Kukatpally,890,2,2,4911000.0
Mumbai,Chembur,2696,4,4,54486000.0
Hyderabad,Miyapur,872,2,2,5421000.0
Mumbai,Chembur,1553,3,3,24444000.0
Delhi,Saket,1479,3,3,22805000.0
